Date,Log_Truncated,"3,0,2+ct","2,1,2+None","3,1,0+None","0,1,3+None","2,1,2+t","2,1,3+None","4,1,0+None","2,1,0+None","3,1,2+None","3,1,0+t","0,1,4+None","0,1,3+t","0,1,2+None","1,0,0+None","1,0,0+c","2,1,1+None","4,0,0+ct","1,1,3+None","1,0,3+None","1,0,3+c","5,0,0+None","5,0,0+c","3,1,1+None","4,1,0+t","2,1,3+t","2,1,4+None","1,0,0+ct","4,0,1+None","4,0,1+c","2,1,0+t"
2023-05-01,5.7221461521278,5.722111072905922,5.721890163313841,5.720007267560855,5.720610356810695,5.7224601748121495,5.719189389728972,5.719167994832576,5.725122600350375,5.718988008740629,5.720546176785309,5.719441183029912,5.721149032411311,5.725599346990669,5.725737093061452,5.725737093061452,5.7228143835752086,5.719492437233376,5.720356933276459,5.719586182403814,5.719586182403814,5.717780589526224,5.717780589526224,5.720007694982344,5.719706118328176,5.7197157360763,5.720149790868974,5.726918159803756,5.718651221430982,5.718651221430982,5.725697057105462
2023-05-02,5.7216551492879795,5.723791376675397,5.723348250450527,5.719162825227356,5.719253191851287,5.7239123140636945,5.721497041249583,5.722242896328622,5.7214428622852695,5.722122591465194,5.719775603772253,5.721860270257324,5.719852334124954,5.721165633023563,5.720271250427727,5.720271250427727,5.719563631386374,5.718780052764941,5.720084545738865,5.717722416835347,5.717722416835347,5.720920198243303,5.720920198243303,5.719161404994821,5.722763357785957,5.721983710924375,5.721136340494286,5.721456171861277,5.720145223396759,5.720145223396759,5.722056116225544
2023-05-03,5.718342606276624,5.726312326305399,5.725707352906229,5.721541950841671,5.720738378834854,5.726251731359955,5.725547522913053,5.722897245318452,5.722114421204263,5.72520223739404,5.722182530694227,5.721692425506307,5.721359062442282,5.721915257692312,5.719787533854815,5.719787533854815,5.721202278800347,5.721045766309987,5.720895757903653,5.719005647694962,5.719005647694962,5.721264426693844,5.721264426693844,5.7215413171625835,5.723484493402325,5.726063204098706,5.725972344414113,5.720976002969875,5.719955602349739,5.719955602349739,5.722735764412471
2023-05-04,5.7216551492879795,5.71806501729612,5.718394846312889,5.718770595984028,5.718033851281979,5.719026939399724,5.718366230785932,5.719106857113321,5.718359186002678,5.7181816420406655,5.719421674057784,5.7186203541474265,5.718672554244306,5.7182817642775845,5.716524147529679,5.716524147529679,5.718206724484012,5.7183533801493756,5.7181770157381715,5.716191301833214,5.716191301833214,5.717367896200474,5.717367896200474,5.71877043704112,5.719726501861149,5.719087803702152,5.7189471417013475,5.717716335615708,5.717513587783473,5.717513587783473,5.718978517955443
2023-05-05,5.738666857195362,5.71833977561585,5.719729031846375,5.721985121621606,5.7216829892762116,5.72041543335661,5.719957664320882,5.721737122740883,5.7219559008426435,5.720445668958917,5.722626247623196,5.722040969794045,5.722324355289904,5.721943871520142,5.719787533854816,5.719787533854816,5.721923816012328,5.721446129552354,5.721759580167039,5.719779458794961,5.719779458794961,5.719946090960794,5.719946090960794,5.721985235581882,5.7223612249359705,5.720677031471782,5.718960507118534,5.720983038717502,5.720173788591948,5.720173788591948,5.722570779015252
2023-05-08,5.73220792940041,5.737796806742303,5.738334546968337,5.738712361870104,5.7386940975850065,5.738912179165515,5.739092663622459,5.738746489022689,5.738515719808186,5.739106162294368,5.739332465251584,5.738728619593759,5.7393156609948495,5.738530452810839,5.736546795474024,5.736546795474024,5.738521802140815,5.737797751679813,5.738734329841254,5.7367519773629665,5.7367519773629665,5.736853697957977,5.736853697957977,5.7387123686740535,5.739344643759705,5.739609760451983,5.738389610538823,5.737744785467384,5.737193392447669,5.737193392447669,5.739108759374884
2023-05-09,5.726847747587197,5.732702140952493,5.731520143412996,5.730507426584338,5.730630814821649,5.732026276090126,5.731502130712923,5.730416771927303,5.73074108961751,5.731076157365178,5.731137433085004,5.730567960972965,5.731265583615796,5.730921248011826,5.730183715336244,5.730183715336244,5.730551282632224,5.730006723648442,5.7306138765302785,5.728662248172813,5.728662248172813,5.728556718587933,5.728556718587933,5.730507481775342,5.731024477615575,5.732043503861092,5.732688157776729,5.7313856153106295,5.728868762119285,5.728868762119285,5.731346153759052
2023-05-10,5.74399627786561,5.7277040984235175,5.727393076006552,5.726128418133474,5.726056596591577,5.7279908822459475,5.725771047811046,5.726235331455766,5.72734716015755,5.725883655528474,5.726767912463764,5.72620113254855,5.726704112077345,5.7272899815745095,5.724903076271476,5.724903076271476,5.7268080246956785,5.725645112590414,5.726109723327496,5.724010449494933,5.724010449494933,5.724415214582711,5.724415214582711,5.726128353688596,5.726849556373309,5.726445924477029,5.726235478713867,5.726108819524449,5.724747109349414,5.724747109349414,5.727974801871961
2023-05-11,5.736927024878569,5.744103352322161,5.745365547030037,5.744999163786131,5.744882200126007,5.7460015898159025,5.745396201027008,5.745762916471525,5.7445697164165965,5.745719481079877,5.745630375142102,5.745483353064123,5.745515223071964,5.744413465504695,5.741797129877705,5.741797129877705,5.744541296080525,5.743994572447122,5.7450747379246,5.742751851008281,5.742751851008281,5.743805549567515,5.743805549567515,5.74499882385105,5.746355804590425,5.746010036450255,5.744188069173533,5.743005349955168,5.743652891766132,5.743652891766132,5.745171395870281
2023-05-12,5.73324418804238,5.734528287840006,5.735121750659384,5.735841912617833,5.7358120270319155,5.735722494728054,5.736429020641249,5.735611729584115,5.735444277128432,5.73616336778518,5.73648022248672,5.735574334051611,5.736454426099054,5.735633620763866,5.734832781506149,5.734832781506149,5.735513588578626,5.735284874655994,5.735707169981736,5.7337105406986835,5.7337105406986835,5.733628115747569,5.733628115747569,5.73584203240775,5.736230403441941,5.737007725835841,5.7365449577933285,5.736044948616129,5.733865517238664,5.733865517238664,5.736049876352494
2023-05-15,5.734828813978607,5.732709816113473,5.732698822568887,5.732574358315233,5.732500912492495,5.733300551557175,5.731764366919544,5.732303757895127,5.7338068678197365,5.731697886651143,5.733212243557998,5.732398154277124,5.733148972117304,5.733784486584227,5.731204596354217,5.731204596354217,5.733358188571598,5.731993247028991,5.732491432716791,5.730357735112014,5.730357735112014,5.730365370320645,5.730365370320645,5.732574469109782,5.7329251595133295,5.732405024281653,5.732556335356675,5.732420504914886,5.730971979222099,5.730971979222099,5.734433276469509
2023-05-16,5.742169474982891,5.736405972814101,5.736135676932945,5.735659187902101,5.735620875636096,5.7367128450127565,5.736003836371019,5.736396979764778,5.7351477394652575,5.736317989546345,5.73630864908063,5.736366300910633,5.736277698158754,5.735013623420847,5.73276570713618,5.73276570713618,5.735219033300168,5.7349774930670145,5.735840894263752,5.73340011427102,5.73340011427102,5.73447237811102,5.73447237811102,5.735658845426753,5.737006589033926,5.736626155478147,5.735577242719174,5.733985037371529,5.734438573775299,5.734438573775299,5.735764900516334
2023-05-17,5.749392985908253,5.742516418986364,5.742740411740528,5.742339733280068,5.74223133260652,5.743321331735765,5.743044746834331,5.742055010092671,5.742091306299433,5.742812617424767,5.742973881340569,5.741835863620648,5.742872051738446,5.742140786118437,5.739997435948977,5.739997435948977,5.742195074923597,5.741511420415118,5.742092952571242,5.740060493466664,5.740060493466664,5.740009267485916,5.740009267485916,5.7423398746651015,5.742673193308536,5.743633265590395,5.742836892668824,5.741219838422854,5.740190178935237,5.740190178935237,5.74269677370651
2023-05-18,5.76368523285452,5.747383940042446,5.748226749944706,5.748696815232707,5.748785314622954,5.748837383618032,5.748070341258268,5.748584119038008,5.748833726640063,5.747999947998112,5.749320808993767,5.748699294036882,5.749416557153425,5.748910539595126,5.747113753138671,5.747113753138671,5.748747541110306,5.747796975972262,5.7487939845357285,5.746600536443914,5.746600536443914,5.74650823623218,5.74650823623218,5.748696883730619,5.749188313418043,5.748696588363495,5.74826850251486,5.748339234962999,5.747056725743554,5.747056725743554,5.749433488886539
2023-05-19,5.763119981436526,5.761968174440493,5.762776240503564,5.762615381704706,5.762777070925937,5.763373376668232,5.762416180301562,5.762750784090201,5.7631877829865035,5.7626098987416565,5.763225604855699,5.7628163143796725,5.763392036614167,5.763247092387137,5.761193909405338,5.761193909405338,5.76282536604681,5.761448171961233,5.762811823123902,5.760536578050667,5.760536578050667,5.760569661483067,5.760569661483067,5.762615342600322,5.763336793812912,5.76301154778994,5.762209845483425,5.762422041452794,5.760805527727065,5.760805527727065,5.7637798604341075
2023-05-22,5.772001691838712,5.762351469230214,5.762270519802531,5.761392562094518,5.761486734472262,5.762830006205764,5.7623026709304845,5.761771658392096,5.761923412803648,5.76226006815495,5.762014440792979,5.761648888939887,5.762110531042795,5.762020553205561,5.760637046070605,5.760637046070605,5.76146979153615,5.760431752140345,5.761546025504951,5.7591676379523795,5.7591676379523795,5.759564211179559,5.759564211179559,5.761392403190333,5.76236164580253,5.762855500237395,5.762278688297105,5.761868730307038,5.759793101766417,5.759793101766417,5.762524727135686
2023-05-23,5.753397726918246,5.7724009527477085,5.772606907857917,5.771054544206862,5.770956829752732,5.773179965019633,5.771668500510328,5.771391826575589,5.77211423246511,5.77153745003543,5.771672966924292,5.77118253140285,5.771575584856818,5.772079435103862,5.769386955783768,5.769386955783768,5.7714691945471905,5.769834069879798,5.771033322510921,5.768533657949548,5.768533657949548,5.769069587235602,5.769069587235602,5.771054396036409,5.771981324092814,5.772245107176713,5.771932942361547,5.77062161870503,5.769217892086459,5.769217892086459,5.772720177807283
2023-05-24,5.748915183880953,5.752372323690975,5.752764926470129,5.752602181651387,5.7524642837309115,5.7533737951156505,5.7529653388634685,5.753217171825926,5.752519771913062,5.7531204216257095,5.753258683332969,5.753137828527544,5.75312320263217,5.7525277663698535,5.751059065547576,5.751059065547576,5.7523065285189245,5.751970948499852,5.752632012015208,5.7499431723021655,5.7499431723021655,5.750988234974486,5.750988234974486,5.752601888757563,5.753833882824982,5.75361272419347,5.7530792128942725,5.752298375748191,5.751111274992937,5.751111274992937,5.753146484401084
