Date,Close,"10,1,0+t","10,1,0+None","8,1,2+t","10,1,1+t","8,1,2+None","10,1,1+None","9,1,2+t","4,1,8+t","9,1,2+None","9,1,1+t","4,1,8+None","9,1,1+None","4,1,6+t","9,1,0+t","9,1,0+None","9,1,3+t","10,1,2+t","9,1,3+None","2,1,5+t","2,1,5+None","10,1,2+None","4,1,5+t","0,1,10+t","4,1,5+None","0,1,10+None","4,1,9+None","2,1,6+None","1,1,10+t","2,1,9+t","6,1,2+None"
2023-05-01,305.559998,306.1587000254517,305.99752292495424,306.05662515168876,306.2273746052099,305.88448717471607,306.0536993688851,305.98006383989275,306.3207747306544,305.80963799080683,306.16194498068364,306.16668466718176,306.00534197429846,305.19322131603633,306.26842555320525,306.11287198366165,306.0039620770834,306.2313078820771,305.841265732916,305.67892209671425,305.54639301464033,306.06877532967474,306.1808189187543,306.12825109179477,306.0094222512593,305.96961627920086,305.75667248969626,305.7237304288023,306.1627223592759,306.21329133480765,305.68585422986365
2023-05-02,305.410004,305.5711271673174,305.403903465938,305.54357277294747,305.5519967871804,305.37429418674924,305.3763173332682,305.43313163845505,306.0861033505896,305.26185732710024,305.6250300368798,305.93168799856113,305.4621211307607,306.42903131224256,305.63016030513955,305.4702332010329,305.40588640113134,305.55273488930084,305.23895230341395,305.960753659994,305.80931249705964,305.37505578887266,306.38779274575114,305.75048640281034,306.23419881234156,305.5749530072917,305.5910480509636,305.5617908209524,305.6178612736858,305.578567759836,305.5522234326937
2023-05-03,304.399994,306.0035141830047,305.8352959664813,306.5215237809068,305.96302086156214,306.3551227996699,305.7901422477772,306.45149876607474,306.2344128668129,306.2840391612228,305.9823248106852,306.0637304691598,305.8223116177572,306.82381828295036,305.98411315992803,305.82538484063696,306.38900790129344,305.962372243754,306.2230081954713,306.22798232596466,306.0421892952138,305.7875639875008,306.9730483882223,305.8781771195977,306.7804213282815,305.70254265456737,306.3619717208333,305.64407844104204,305.77598951333107,306.1538459395474,305.6055001695752
2023-05-04,305.410004,303.6374387282676,303.46742144359325,303.55230476401493,303.630415514645,303.3911102328414,303.45586313041036,303.4793913543408,302.8651277160144,303.3208311110978,303.5535652007012,302.6860331235468,303.3945740518621,303.40639432029803,303.4686224638243,303.31225779524004,303.4083480408904,303.63073111985585,303.24441899061617,303.7225032765395,303.51936583713285,303.45678856620134,303.77078051185737,303.67614036299295,303.5405708836121,303.51110577813427,303.22896663282376,303.3497534901485,303.753446429151,303.5281106416443,303.40801841978237
2023-05-05,310.649994,305.04045664575324,304.87968745548454,305.09267910272354,305.11975995708303,304.9249601627706,304.94391071131554,305.18961776930564,305.13849603085754,305.03193548453567,304.97533387003097,304.97056561134207,304.8239328808087,305.87102813347093,304.9863013155465,304.83557953950736,305.16418320139104,305.12006903730435,305.0088826984808,306.80882150903466,306.6129240909147,304.9525006205538,305.48884868297836,304.90762574895433,305.2968272498751,304.75230748888043,304.76576537838525,306.63915479081817,305.0297525151368,304.88425373120134,306.64685822110306
2023-05-08,308.649994,309.30977292284814,309.1625607358013,308.5580547383391,309.36229608600087,308.36066682736595,309.2038062708822,309.19497941212177,308.9071161454563,309.0482948695883,309.1620246024908,308.7183617975442,309.0290305119109,308.8417397003863,309.02232412411007,308.8908060152018,309.31526152864694,309.3616558915276,309.1800398783397,309.23553337649497,309.0412311364241,309.2005814149975,309.54115121098073,309.6121369279039,309.3654647778749,309.4666829429283,309.0729738275226,308.9880246850246,309.6158187263125,309.5958979527268,309.042498337388
2023-05-09,307.0,311.4174276889439,311.2770543650137,310.202728249154,311.59632172127283,309.9849523972954,311.43026020221413,310.6664861628756,311.0328871016876,310.4939491139564,311.3444067302525,310.8220758907682,311.21107354325443,310.258709701153,311.1607758097469,311.03492290151723,311.0049784697036,311.5969679501836,310.86470347402576,309.69997229530816,309.5120580185532,311.4365868808326,310.35050474568317,311.20691817103057,310.17222509225064,311.0670301545201,311.0588666164565,309.546922812215,311.24392522095883,310.76694632337416,309.5497326506173
2023-05-10,312.309998,306.9616604792962,306.81906720937917,306.6384138480016,307.1978672502331,306.42691157047784,307.0014285253797,306.3699978919399,307.33361925734306,306.14764977241776,307.57645634569735,307.11759317643236,307.4037861880243,307.52401086510497,308.2909619257708,308.1199312837094,306.6518206566231,307.200600830399,306.4743151679014,306.64894600813375,306.4548078838434,307.02251418773295,306.8432677947741,306.945631193121,306.6420488584726,306.8225508778264,307.4291905154878,306.48089205370957,307.2130020367714,306.70809484844574,306.44193356518076
2023-05-11,310.109985,311.96796907833755,311.79608562531007,312.28637863556514,311.3859636611778,312.0869054102765,311.24418689995804,312.30891109749484,311.4991586650721,312.1153056781574,312.45050729022,311.3140379095585,312.2653115525688,312.6534973869699,312.5506170532821,312.372070464057,312.3218751780889,311.37216407299593,312.1447336900487,312.56203356751524,312.3688980875842,311.1782106647242,312.25884955396475,311.6075082573318,312.0734664808726,311.4608346372667,311.41755067704406,312.1978024561792,311.25791274603716,312.07655392916286,312.24941268272806
2023-05-12,308.970001,310.0459647745818,309.85246775815114,310.80190014639624,309.4458646947751,310.5969233735865,309.3172105430553,310.79800717498966,309.8643578715427,310.600529059356,310.130131863192,309.6785857029424,309.9414747142884,309.55231948018275,310.1908959722983,310.00372963140677,310.80164829920403,309.44383532293125,310.6141015914794,310.4123712112937,310.217687353043,309.30168521534324,310.00274437395,309.96601347906494,309.8040499805527,309.784504232156,309.4203156552359,310.2640354045774,309.47328909777997,310.7719305130941,310.2214470340133
