Date,Observed,"10,1,0+t","10,1,0+None","8,1,2+t","10,1,1+t","8,1,2+None","10,1,1+None","9,1,2+t","4,1,8+t","9,1,2+None","9,1,1+t","4,1,8+None","9,1,1+None","4,1,6+t","9,1,0+t","9,1,0+None","9,1,3+t","10,1,2+t","9,1,3+None","2,1,5+t","2,1,5+None","10,1,2+None","4,1,5+t","0,1,10+t","4,1,5+None","0,1,10+None","4,1,9+None","2,1,6+None","1,1,10+t","2,1,9+t","6,1,2+None","2,1,9+None","10,1,3+None","1,1,10+None","2,2,6+None","2,1,8+t","2,1,8+None","3,1,9+t","3,1,8+t","3,1,9+None","2,1,10+t","1,1,9+t","1,1,9+None","3,1,8+None","0,1,9+None","0,1,9+t","2,2,8+None","3,1,10+t","8,1,1+t","6,1,1+t","6,1,1+None"
2023-05-01,305.559998,306.1587000254517,305.99752292495424,306.05662515168876,306.2273746052099,305.88448717471607,306.0536993688851,305.98006383989275,306.3207747306544,305.80963799080683,306.16194498068364,306.16668466718176,306.00534197429846,305.19322131603633,306.26842555320525,306.11287198366165,306.0039620770834,306.2313078820771,305.841265732916,305.67892209671425,305.54639301464033,306.06877532967474,306.1808189187543,306.12825109179477,306.0094222512593,305.96961627920086,305.75667248969626,305.7237304288023,306.1627223592759,306.21329133480765,305.68585422986365,306.0444137787116,306.06031226134354,305.9971520603399,305.7128729425558,306.30909465851244,306.12839639722466,306.2425589170069,306.2504279043164,306.0790160088017,306.15867410027505,306.30352365745483,306.14405289087733,306.07117051197537,306.404521918473,306.5620888954809,305.8530995065209,306.2128676436727,306.0979823772118,306.01250248871145,305.85151609618634
2023-05-02,305.410004,305.5711271673174,305.403903465938,305.54357277294747,305.5519967871804,305.37429418674924,305.3763173332682,305.43313163845505,306.0861033505896,305.26185732710024,305.6250300368798,305.93168799856113,305.4621211307607,306.42903131224256,305.63016030513955,305.4702332010329,305.40588640113134,305.55273488930084,305.23895230341395,305.960753659994,305.80931249705964,305.37505578887266,306.38779274575114,305.75048640281034,306.23419881234156,305.5749530072917,305.5910480509636,305.5617908209524,305.6178612736858,305.578567759836,305.5522234326937,305.4167446101703,305.39194695300284,305.46244120967,305.98345592408725,305.5311043540474,305.3536093831724,305.5492748001187,305.560550436643,305.38463602724033,305.61753112628014,305.7139083953819,305.55385738169394,305.38554569220975,305.4390177301759,305.59603887961924,305.6145073538383,305.5790993902865,305.81134316630994,305.67749694265905,305.5175968576992
2023-05-03,304.399994,306.0035141830047,305.8352959664813,306.5215237809068,305.96302086156214,306.3551227996699,305.7901422477772,306.45149876607474,306.2344128668129,306.2840391612228,305.9823248106852,306.0637304691598,305.8223116177572,306.82381828295036,305.98411315992803,305.82538484063696,306.38900790129344,305.962372243754,306.2230081954713,306.22798232596466,306.0421892952138,305.7875639875008,306.9730483882223,305.8781771195977,306.7804213282815,305.70254265456737,306.3619717208333,305.64407844104204,305.77598951333107,306.1538459395474,305.6055001695752,305.9870328715671,305.7860646166392,305.6173040256778,306.2302023336208,306.22657447700396,306.06283432314507,306.1414389310087,306.26568716052293,305.97987148049606,305.76998890638197,305.69216661099506,305.5381771737123,306.10658311017244,305.4912606594183,305.6473408200064,305.9072947215125,306.15581236738365,306.20455662914605,306.10705356123106,305.9581439508276
2023-05-04,305.410004,303.6374387282676,303.46742144359325,303.55230476401493,303.630415514645,303.3911102328414,303.45586313041036,303.4793913543408,302.8651277160144,303.3208311110978,303.5535652007012,302.6860331235468,303.3945740518621,303.40639432029803,303.4686224638243,303.31225779524004,303.4083480408904,303.63073111985585,303.24441899061617,303.7225032765395,303.51936583713285,303.45678856620134,303.77078051185737,303.67614036299295,303.5405708836121,303.51110577813427,303.22896663282376,303.3497534901485,303.753446429151,303.5281106416443,303.40801841978237,303.3744230352592,303.45646711213544,303.57563644798984,303.71651853621603,303.78711544313865,303.63589440293777,303.4634254482575,303.69106683041525,303.30280377773545,303.7471608278032,303.64240016385463,303.48870703031184,303.5377155382212,303.47155793330336,303.6222624731973,303.69142513337187,303.5302135505259,303.75367531731854,303.3789033399531,303.2040081129371
2023-05-05,310.649994,305.04045664575324,304.87968745548454,305.09267910272354,305.11975995708303,304.9249601627706,304.94391071131554,305.18961776930564,305.13849603085754,305.03193548453567,304.97533387003097,304.97056561134207,304.8239328808087,305.87102813347093,304.9863013155465,304.83557953950736,305.16418320139104,305.12006903730435,305.0088826984808,306.80882150903466,306.6129240909147,304.9525006205538,305.48884868297836,304.90762574895433,305.2968272498751,304.75230748888043,304.76576537838525,306.63915479081817,305.0297525151368,304.88425373120134,306.64685822110306,304.728965637173,304.9622062641751,304.85205919606017,306.80683998654473,305.15654652605735,305.0168431436624,304.8838628773916,304.927693190509,304.7321193066292,305.0283896806483,304.8824164915171,304.73787896790265,304.7726186494019,304.8066728115334,304.9504230948413,306.8906239271654,304.8890654876453,305.4276697161999,306.041316294338,305.8333407782555
2023-05-08,308.649994,309.30977292284814,309.1625607358013,308.5580547383391,309.36229608600087,308.36066682736595,309.2038062708822,309.19497941212177,308.9071161454563,309.0482948695883,309.1620246024908,308.7183617975442,309.0290305119109,308.8417397003863,309.02232412411007,308.8908060152018,309.31526152864694,309.3616558915276,309.1800398783397,309.23553337649497,309.0412311364241,309.2005814149975,309.54115121098073,309.6121369279039,309.3654647778749,309.4666829429283,309.0729738275226,308.9880246850246,309.6158187263125,309.5958979527268,309.042498337388,309.47010799184,309.2059716129492,309.4659271661824,309.2373550096822,308.80863132983893,308.6364757192674,309.6013652548095,309.0779643446177,309.47875918874075,309.6177933469929,309.32289819566813,309.2027093057196,308.907569728872,309.0877535489666,309.210970562636,309.19373129407916,309.5961456449635,308.6523619075057,309.91642750823087,309.71849843518675
2023-05-09,307.0,311.4174276889439,311.2770543650137,310.202728249154,311.59632172127283,309.9849523972954,311.43026020221413,310.6664861628756,311.0328871016876,310.4939491139564,311.3444067302525,310.8220758907682,311.21107354325443,310.258709701153,311.1607758097469,311.03492290151723,311.0049784697036,311.5969679501836,310.86470347402576,309.69997229530816,309.5120580185532,311.4365868808326,310.35050474568317,311.20691817103057,310.17222509225064,311.0670301545201,311.0588666164565,309.546922812215,311.24392522095883,310.76694632337416,309.5497326506173,310.64789522372104,311.4350797723797,311.09639802483076,309.7088888645469,309.70955160472323,309.5028652023868,310.84231508252583,309.9716653967163,310.71710966848843,311.24436247985864,310.93351580146225,310.8155659127602,309.766705117372,310.4110362501601,310.520451995013,309.7435409642778,310.7578045021247,309.2361165350491,309.27250094019496,309.0706609555245
2023-05-10,312.309998,306.9616604792962,306.81906720937917,306.6384138480016,307.1978672502331,306.42691157047784,307.0014285253797,306.3699978919399,307.33361925734306,306.14764977241776,307.57645634569735,307.11759317643236,307.4037861880243,307.52401086510497,308.2909619257708,308.1199312837094,306.6518206566231,307.200600830399,306.4743151679014,306.64894600813375,306.4548078838434,307.02251418773295,306.8432677947741,306.945631193121,306.6420488584726,306.8225508778264,307.4291905154878,306.48089205370957,307.2130020367714,306.70809484844574,306.44193356518076,306.52187785740307,307.044953166667,307.0393277147689,306.6464160880776,306.7249343173536,306.51874784282955,306.94054147465306,306.6193211400796,306.77697776220623,307.2112436432523,307.7252372007275,307.5647021607582,306.4093257898708,308.21841551983675,308.3711391319705,306.67490466920725,306.69547042756983,306.88983487008886,306.8990009086146,306.6949558725894
2023-05-11,310.109985,311.96796907833755,311.79608562531007,312.28637863556514,311.3859636611778,312.0869054102765,311.24418689995804,312.30891109749484,311.4991586650721,312.1153056781574,312.45050729022,311.3140379095585,312.2653115525688,312.6534973869699,312.5506170532821,312.372070464057,312.3218751780889,311.37216407299593,312.1447336900487,312.56203356751524,312.3688980875842,311.1782106647242,312.25884955396475,311.6075082573318,312.0734664808726,311.4608346372667,311.41755067704406,312.1978024561792,311.25791274603716,312.07655392916286,312.24941268272806,311.8771456684361,311.13596747200205,311.14311050670216,312.5702036673421,312.2404097545992,312.052186865295,312.1694317260769,312.20210619707177,311.9944493416664,311.2860990126145,312.49641797892923,312.3193223562437,312.0146444677936,312.52838679323656,312.6981196147045,312.37314566927256,312.07187808980314,312.57833247519864,312.4661610173913,312.2747703072413
2023-05-12,308.970001,310.0459647745818,309.85246775815114,310.80190014639624,309.4458646947751,310.5969233735865,309.3172105430553,310.79800717498966,309.8643578715427,310.600529059356,310.130131863192,309.6785857029424,309.9414747142884,309.55231948018275,310.1908959722983,310.00372963140677,310.80164829920403,309.44383532293125,310.6141015914794,310.4123712112937,310.217687353043,309.30168521534324,310.00274437395,309.96601347906494,309.8040499805527,309.784504232156,309.4203156552359,310.2640354045774,309.47328909777997,310.7719305130941,310.2214470340133,310.5795517690077,309.22570875630646,309.36434668489017,310.4138600707247,310.68481815175574,310.48661755082634,310.7679420451608,310.7780713160845,310.583916454552,309.4723457644084,310.2495897909683,310.06641076503854,310.5851316102143,310.09277414723294,310.27487474576776,310.5376704894489,310.770016816171,310.2219475449848,310.229891479,310.0334230270939
2023-05-15,309.459991,308.94175341866156,308.7407677749929,308.33873310642457,308.5578354390934,308.13048785884035,308.4170460813058,308.35935979075475,308.69829466386386,308.16162018137163,308.8982447638553,308.49985583580286,308.70754720400777,308.0314639131547,308.81721051023624,308.6302641200263,308.3659137776869,308.5648532698193,308.17443066699536,308.6690028612641,308.4696301019127,308.445241560282,309.1832964484169,308.7657819837156,308.9793418650746,308.5749483682847,308.24339452009264,308.460093264849,308.5562318155839,308.5054222703859,308.50222390179084,308.3254613109448,308.46992362136154,308.4103179570579,308.66971721251764,308.51595395872073,308.32239926405725,308.47592571685624,308.4433337497869,308.2875581497821,308.52374303097196,308.8531791882971,308.66597901036374,308.24437266451264,308.72957355403196,308.9147063513854,308.64067093960745,308.5027771722454,308.9802201270432,308.94763884239666,308.73970974358053
2023-05-16,311.73999,309.714570456471,309.51932369469966,310.0046354909217,309.5772200322625,309.79552481692747,309.4149942306513,309.9998983311809,310.8215245955232,309.79480647030874,309.6884491305022,310.61378008285294,309.50159633477114,310.77058857476436,309.7191081264843,309.53409214615715,310.0172127071258,309.58816480645316,309.82392064462636,310.4830364759542,310.2855055409653,309.4603543528232,310.26754784071204,309.76043325192506,310.09366216679825,309.564431388334,310.4887590145625,310.2496431147545,309.6324208409651,309.7244392865155,310.2395553967573,309.5261022589822,309.5473624626094,309.4675129598309,310.4835028626203,309.74860737832773,309.5527198718189,309.77702237980617,309.66589463051855,309.58874541000137,309.6047928687374,309.68150791070696,309.49932170115085,309.46307105789964,309.4406280099726,309.62163299515953,310.4325352430668,309.7239455026116,309.69305455930845,309.9454895788661,309.7366364232424
