Date,Log,"10,0,0+ct","10,1,0+t","9,1,0+t","9,1,0+None","10,1,0+None","10,0,2+ct","10,1,1+t","6,0,9+ct","10,1,1+None","7,0,9+ct","9,1,1+t","6,1,9+None","9,1,1+None","10,0,1+ct","6,0,10+ct","7,0,10+ct","10,1,3+None","10,0,9+ct","7,1,10+t","4,1,7+t","0,1,10+t","8,0,9+ct","9,0,9+ct","5,0,7+ct","6,0,8+ct","8,0,10+ct","10,0,5+ct","10,0,2+None","10,0,2+c","0,1,10+None"
2023-05-01,5.7221461521278,5.7270162519273615,5.72655198848778,5.726720966605764,5.72591966415252,5.7257305588556795,5.727108348310611,5.726764723806138,5.726873169442479,5.725928733688655,5.72704148604784,5.726892882095274,5.725318447498602,5.7260847560984995,5.7264518318543045,5.7259356630570215,5.72692630252546,5.726180632434474,5.727669693079,5.726227915657702,5.725006290978674,5.726759502513717,5.728094677091579,5.727891067574139,5.725317014108129,5.726018591775013,5.7268588552634645,5.725244811520527,5.725210544726025,5.725210544726025,5.725922444057232
2023-05-02,5.7216551492879795,5.723307891986636,5.722641140814728,5.722784176456277,5.721961206911293,5.721794388236847,5.722995082475484,5.722607689461912,5.7223655919180105,5.721766734055225,5.722446486943871,5.722757340800267,5.721603820609299,5.721944743431751,5.723528340099239,5.722929707814867,5.722483567351248,5.721661802030365,5.723507292141356,5.7225770088967876,5.726174648550636,5.723768936927369,5.7225146746686795,5.722958121793719,5.725176051737918,5.723820990651322,5.722510596344431,5.724876171032136,5.720489911641945,5.720489911641945,5.722881186408438
2023-05-03,5.718342606276624,5.723710292480288,5.723299482212997,5.723217220154839,5.722396364283496,5.7224463870778,5.723746142234871,5.723177224264276,5.725877095370896,5.722338968140926,5.725056318032764,5.723099619705219,5.724078563401647,5.722298515357704,5.723945873756906,5.726187930252521,5.725827265923704,5.72242740826362,5.723666045160423,5.725401841966117,5.724435243029689,5.72223013268418,5.725638127057461,5.725369459642656,5.724243554057837,5.724225050749849,5.725129934640449,5.726137743347029,5.721701581372977,5.721701581372977,5.721290946576226
2023-05-04,5.7216551492879795,5.714192320866063,5.713997015133614,5.713705899458567,5.712887742092667,5.7131364796329756,5.714460063181982,5.714029193766977,5.713909227774132,5.713182190400815,5.713281424615012,5.713730832484816,5.712032480161009,5.7129321671535,5.71398830143624,5.714154674634398,5.7133508647642355,5.713302495635038,5.712457089430269,5.712597344330135,5.71007633241076,5.7151606737499625,5.712178183941895,5.712378046989594,5.710920446074819,5.712365066855603,5.712773774780323,5.712410431356618,5.7124994655327,5.7124994655327,5.714275789284735
2023-05-05,5.738666857195362,5.722835891362766,5.722716732532338,5.722458675495792,5.7216776410333745,5.721891807738798,5.723032092499688,5.722257589719449,5.723260654666508,5.7214552742922855,5.724426945781171,5.721954194299197,5.723151411435899,5.721203257978699,5.724648964846531,5.722591782210788,5.7239933703518195,5.721933668376619,5.723710494845939,5.723420726897742,5.726005157952159,5.721905204041358,5.72354049872908,5.7232419572356426,5.726781772883605,5.724811631863998,5.723218833024628,5.723183417524898,5.721011598785272,5.721011598785272,5.7211144469898345
2023-05-08,5.73220792940041,5.7311154371271895,5.731398136299314,5.730477674610185,5.729788405446636,5.73063223106855,5.731718833834418,5.731414443875423,5.732119177010055,5.730663938063887,5.731923348209979,5.730467909066823,5.730953175606111,5.729801510629795,5.730366803326948,5.732297178222588,5.731866475751238,5.730637378765223,5.73309957735692,5.732290164142993,5.733676037766185,5.732450864475336,5.7331874132813985,5.733397213747345,5.733853477180339,5.73104911255303,5.733762074755322,5.730881931634278,5.729657675943626,5.729657675943626,5.731692446538427
2023-05-09,5.726847747587197,5.744074470320875,5.744339266509941,5.74384569259348,5.743187084639022,5.743628418240362,5.744876919620044,5.743947321292868,5.743534763463033,5.743259993428197,5.743999051131083,5.7433589434630905,5.742687629413642,5.74273533869079,5.746074814506307,5.743034557803974,5.7439610020493905,5.743968739622953,5.744963514988644,5.743443830598839,5.740146989642758,5.743609093623441,5.743660435602324,5.744246764007865,5.7402973854644355,5.7392141820290945,5.744387050263837,5.746780037639916,5.742618694517325,5.742618694517325,5.742846350442361
2023-05-10,5.74399627786561,5.733111178472926,5.729320956865305,5.732787306315034,5.731906715518639,5.728592549167725,5.730236710844155,5.730057113000113,5.731966682040654,5.72933571529628,5.732011050567786,5.7335044392598356,5.7305810649460955,5.732639624040092,5.730072581553913,5.731885152215989,5.731443655406067,5.728645142917448,5.7301046606068935,5.731173129507766,5.728551391049674,5.729789363852399,5.732553508325274,5.732161841818234,5.7281535135910815,5.730054630103566,5.732521940838013,5.730662581508951,5.726897659102573,5.726897659102573,5.729066209990278
2023-05-11,5.736927024878569,5.743967516821828,5.742193707054183,5.743621485102443,5.74269739789982,5.741311424683945,5.7420481282758375,5.742285685050704,5.7404520901530445,5.741425644914555,5.739786005446158,5.743992436218026,5.738589794428468,5.7430769476996675,5.743571214388436,5.7406792533100734,5.739216906750464,5.739634911936447,5.739975568001887,5.739540300670191,5.741350048509364,5.739632355492951,5.739647362387286,5.739653959786171,5.74215486917169,5.7426942805117225,5.739582041598165,5.740008507513554,5.738809175296606,5.738809175296606,5.738844344063486
2023-05-12,5.73324418804238,5.738222909638081,5.737630248424513,5.737992957436127,5.737032336540937,5.736654048097599,5.738219125304844,5.737667900155574,5.736418264117877,5.736699738319514,5.736627745331518,5.7381672030946405,5.735563510588835,5.737210176850723,5.7377836365019546,5.736460826445704,5.73649798349672,5.736483485973981,5.736363238186835,5.736676163856155,5.736801763873253,5.736090925536642,5.736010124777226,5.7359263206156035,5.73698693061206,5.737925998189492,5.735835672025701,5.735916482179518,5.736843346262668,5.736843346262668,5.735140614458202
2023-05-15,5.734828813978607,5.7341477967868855,5.734163432861393,5.733833017618721,5.732876317199074,5.733152357113798,5.734407359725285,5.734041198791677,5.732066472845713,5.7330337924425345,5.731717087820692,5.733743547564376,5.730538996120425,5.732793022319766,5.734525672051315,5.7317614103941645,5.731995345487977,5.733314086639422,5.730993441727685,5.731893621612008,5.7320499956731155,5.734151179702544,5.732129537949974,5.732090958161327,5.732299091169493,5.730817591129101,5.731338684222216,5.731345158372816,5.732363138301796,5.732363138301796,5.733140513792589
2023-05-16,5.742169474982891,5.736091961899824,5.735740405240387,5.735706090554795,5.73475704716155,5.734752422643169,5.736013257823478,5.735670337763903,5.739325573300168,5.734686187305333,5.739468199071127,5.735606858112786,5.738477428328589,5.734669088986837,5.736122025283389,5.739536421254151,5.739236447343935,5.734846313491582,5.73889019179683,5.739410952578065,5.740431828672239,5.736027051987162,5.738438545482696,5.738786838531666,5.739789819390375,5.738075403647217,5.7388874478641405,5.7429564556290265,5.733674429953039,5.733674429953039,5.735028971601309
2023-05-17,5.749392985908253,5.7425674705507,5.742478390594806,5.7422352471655005,5.741315657174781,5.741511430089796,5.742636345120043,5.742488136015611,5.744541441121238,5.741523355174023,5.74345297721546,5.742237960302569,5.7421462255696625,5.74132671270854,5.742379968881525,5.744722457772257,5.74355938234468,5.741446670289999,5.742489259601827,5.743389775442639,5.741596847573086,5.7431622285486545,5.7436544487982735,5.743140487946,5.741958152112929,5.742950294962089,5.7435509675606875,5.742236722464139,5.740488387347617,5.740488387347617,5.742165547229448
2023-05-18,5.76368523285452,5.7504902743820345,5.750057061307932,5.750279298547191,5.749364959350322,5.7491204638250375,5.7503246354175515,5.750109942446089,5.749116431810768,5.749173830719815,5.749591374013067,5.750311932630094,5.748277673393144,5.7494050667861005,5.750376517390266,5.748998494620955,5.748971077070515,5.749219623175396,5.749356105238975,5.748466141213484,5.748517008901296,5.74948321466772,5.748318925064712,5.74832649469828,5.749232895602878,5.74976806734734,5.748700943242216,5.749877095388313,5.748230505584966,5.748230505584966,5.74853223775954
2023-05-19,5.763119981436526,5.763074039440392,5.762301219518951,5.762897638606543,5.761985169697312,5.761385925072745,5.762398568618747,5.762383446535438,5.762347906169239,5.761469063259428,5.763132003333089,5.762997264218974,5.7619455812057385,5.762090047280503,5.762688688749835,5.761991100345874,5.763088429908286,5.761217444020792,5.76460114252927,5.762655418704199,5.76318558388677,5.7624182927718595,5.764259214679774,5.763814712205006,5.76335173260349,5.764325937036388,5.763570964983673,5.759411386606961,5.760147742399568,5.760147742399568,5.761510366704845
2023-05-22,5.772001691838712,5.762143746930655,5.762260707176644,5.761939730739864,5.761042458815885,5.7613127536931295,5.762293511634659,5.762289245051464,5.759561665519234,5.761343500104549,5.759478432098342,5.76201650984445,5.758611019917717,5.761123442236067,5.761908699954204,5.759683143918976,5.759632522733575,5.761073884374848,5.762609896120702,5.759991031967458,5.761173538815785,5.7607435437740016,5.760763237952278,5.761459090289927,5.761305122057918,5.759849709402354,5.760958435535361,5.7615810939702605,5.760243692453678,5.760243692453678,5.759756557784007
2023-05-23,5.753397726918246,5.774259218495752,5.774397403209803,5.774160575453633,5.773299272135615,5.773491348978671,5.774572893071326,5.774247738547064,5.776005028127195,5.773346872362523,5.775586930342876,5.773980430723364,5.774618341759791,5.773131415867021,5.774898217630896,5.775775175856339,5.775885510589671,5.773760761344292,5.7748173935297435,5.775882525323101,5.774135884158216,5.774528584076089,5.775470166299293,5.775931798605858,5.773456564680452,5.7735140135485485,5.77557796932397,5.777696525901847,5.772862497049428,5.772862497049428,5.773557559300352
2023-05-24,5.748915183880953,5.755616363932282,5.75453580249912,5.75545480494684,5.754494311482169,5.753588904603605,5.754798998852145,5.754759733919942,5.7558120893812115,5.75381469090698,5.755213748891723,5.755664221225504,5.754250711524703,5.754712596010527,5.7546271401463365,5.756354983425358,5.755175783574346,5.753628118113859,5.7525455911794205,5.755279903010135,5.7554294323928605,5.755864500120678,5.754200757109795,5.754109860456228,5.7551994025008035,5.755641507452834,5.754744936258882,5.754560313846043,5.752351725703897,5.752351725703897,5.7548793668748415
2023-05-25,5.7866519923655835,5.750660847266652,5.750828346173535,5.750386687034868,5.749434545964529,5.749816117434789,5.750739028938907,5.750586811026988,5.751023838556089,5.749586513162854,5.751176988914012,5.750205569497665,5.7500655220223305,5.749266127104362,5.751446318723458,5.750836748429367,5.750912044545082,5.7493721734297,5.748639962036349,5.750652796729359,5.751724564700495,5.749949119943297,5.75045136086424,5.7500108274986665,5.752164726589565,5.751382297300941,5.749898272868712,5.751525289750239,5.748457055816897,5.748457055816897,5.748926231214593
2023-05-26,5.807812150138961,5.780631643162554,5.7807614806454914,5.78038721293556,5.779548883457003,5.779871681197778,5.7809540082390685,5.780746868527361,5.78091167589988,5.779862848412709,5.781299134519498,5.780339033195139,5.780356636846372,5.779514407960517,5.7803029341268175,5.780946410769857,5.781192210314089,5.780170864689945,5.78232119918183,5.781132102038412,5.78083254655164,5.781036730373021,5.781647011065288,5.781344578788214,5.78096167102186,5.781490148180114,5.7817549218608155,5.778131272846423,5.779569730158339,5.779569730158339,5.7801746130624005
2023-05-29,5.805285569021507,5.806815491297691,5.806997993758394,5.806969491197963,5.806198302773319,5.806197567020803,5.806848267103275,5.8070095860439865,5.804847815349745,5.806211581269662,5.805213822987565,5.80694646216591,5.8041869862708655,5.806185487195762,5.807016152683919,5.8043186458451554,5.804872066429762,5.80626953385466,5.80754485151749,5.805104244161328,5.804651861240584,5.806021723296444,5.805447422266071,5.805745451886022,5.805453855079559,5.80423850588685,5.8056961338132504,5.806498534841649,5.804851739744209,5.804851739744209,5.805233186617766
2023-05-30,5.80275258811892,5.805470673885269,5.805247849907499,5.805611095291936,5.8048100124738395,5.804436066079383,5.80518718813999,5.805415789693649,5.807567089003008,5.804604546825799,5.807420435187905,5.8057785992666,5.8064885141372375,5.804983469551531,5.804927842296665,5.807210587814178,5.807176176111525,5.804391307456958,5.807831182014538,5.807447265984713,5.80575994479943,5.805536532322928,5.807744524905991,5.807876966952415,5.804918338122093,5.805184786492957,5.807636882430585,5.808530296425729,5.803047710378642,5.803047710378642,5.804717688298565
2023-05-31,5.7942019721221225,5.807065116513545,5.806642430868086,5.807129129133127,5.806295694955737,5.80580274716961,5.806610016646492,5.806538925835743,5.8062269660352985,5.805712614594871,5.805526196787356,5.807048222502398,5.804914089942771,5.806231725457037,5.8074721105310045,5.806714809737747,5.805675311154241,5.805631594973164,5.805191087483533,5.806055229096663,5.808059260244012,5.807103476307007,5.805347983197177,5.805318520516756,5.807075798348907,5.806832411212713,5.80535072916415,5.805339784521741,5.804606611675198,5.804606611675198,5.806242526728951
2023-06-01,5.806880393571428,5.795537664735942,5.794796230145395,5.79553571142972,5.794633167354263,5.793901144532114,5.794860390535238,5.79497390059075,5.794186830824966,5.794090018210557,5.794398878909877,5.795759430823859,5.793805406397842,5.794870882035245,5.794524714712377,5.7945052284708,5.794229650645783,5.793756790243004,5.792760638124552,5.794430641704297,5.794493639030075,5.7937515481783315,5.7939065829561525,5.79384640085466,5.794264370525454,5.794334013460351,5.793963287653689,5.7948104692772855,5.7927140160546,5.7927140160546,5.7928113650900475
2023-06-02,5.815323831500021,5.805315286016396,5.805505478092619,5.805416616540036,5.804547916194788,5.804601163253629,5.80527243176206,5.805363257933777,5.805464580021897,5.804473688311041,5.805392629765522,5.805329398033987,5.804458772306594,5.804476693864789,5.805861563335705,5.805071583293342,5.805710693979399,5.804387572458227,5.805914642525433,5.805251278846632,5.802654416609022,5.805223971375957,5.806039592485667,5.805802804504123,5.80308042517539,5.804448887151734,5.8054930494353085,5.802886129606657,5.803436919639753,5.803436919639753,5.804343619611736
2023-06-05,5.816932578542301,5.8121260001656765,5.81203979748933,5.81227408573379,5.811419717162651,5.811165777795707,5.811951346736939,5.812027603661462,5.810558169829872,5.811162054312677,5.811017954753292,5.81225639134279,5.8104154614299075,5.8114161380765,5.81195635185138,5.8105684773330095,5.810471222516729,5.811230843369387,5.811247713687514,5.811270720829516,5.814045669680496,5.811466644948322,5.81005172997994,5.810640652751054,5.8141492758182,5.812088271931945,5.810855181308787,5.812639780662314,5.8103725109004865,5.8103725109004865,5.810633476033242
2023-06-06,5.810182428910507,5.816202181555516,5.817287954883599,5.816310664653964,5.815518131753257,5.81641201995471,5.816910800785893,5.8170780966969895,5.818346442081326,5.816213124203589,5.817859351686358,5.81610815025351,5.817191490844573,5.815330937411139,5.816860748170252,5.81812120096802,5.81800482166311,5.816278316045788,5.816202032764636,5.818591839209463,5.818207363823504,5.817461526184278,5.818393127139187,5.818142174003999,5.817798311510562,5.815823813918302,5.818191332833781,5.818454091991912,5.815066917592779,5.815066917592779,5.816558436443577
2023-06-07,5.7788281177733545,5.816194751693446,5.816214853240532,5.816351167925696,5.815537041439755,5.815376263520622,5.816352759488353,5.816171767194911,5.8168915886265555,5.815342979543114,5.816722029541458,5.816225898943435,5.816012634334428,5.815432831845557,5.816362696993278,5.81716131193839,5.8167582327209955,5.815820946017733,5.816836943758524,5.816823715650957,5.815402483613241,5.817207396473387,5.816114034089073,5.8162166678528395,5.81442345638156,5.814393510774989,5.816712721475492,5.817198506282331,5.814493183576037,5.814493183576037,5.816328244052042
2023-06-08,5.784624893244937,5.788783987045512,5.786811490125471,5.78890053870421,5.787886810401715,5.7858709058258215,5.786943570820313,5.787098511195704,5.786182479559062,5.786166668020539,5.786722647313147,5.789201537777617,5.785820902772505,5.788202094710905,5.787657770125124,5.786203166389412,5.786409937943962,5.7856360152401,5.786252245443829,5.7863080417482795,5.785740760671365,5.78653381042631,5.7868784345030475,5.786586073717107,5.785523368579462,5.786615870092965,5.786573762926529,5.785847032391173,5.783971554282689,5.783971554282689,5.785544445123573
2023-06-09,5.789317790303086,5.783755284861176,5.782798615923261,5.783638543145554,5.782575006819072,5.781739450604883,5.782542995359149,5.782905481972711,5.782286769687835,5.7818578053894205,5.782058008797214,5.783916778655702,5.781164250439092,5.782858765558827,5.782914686833414,5.7823209153419315,5.782119377382507,5.780803612650905,5.784217996820433,5.782247492747318,5.782283530992657,5.780819481535788,5.783205534432542,5.783186020282466,5.782623265074187,5.783458544402458,5.782775330198628,5.781366003412792,5.780012754831091,5.780012754831091,5.779771299539559
2023-06-12,5.804683077672392,5.789664479414325,5.789840537013646,5.789693723323279,5.788656185198111,5.788755608223496,5.789841286644654,5.789712045825889,5.786901616156245,5.788632039256602,5.78702377167066,5.789638976363396,5.786259121595155,5.788606424579689,5.78994333455424,5.787086253531315,5.7870611288153215,5.788619209102715,5.787718102672531,5.787603284627042,5.788744596937313,5.789677026643367,5.786155118576661,5.786775334773317,5.789051149769875,5.788912764324577,5.786971953927239,5.787690404610625,5.788435224849395,5.788435224849395,5.788595946392759
2023-06-13,5.812008906649804,5.802243616301916,5.802751074581307,5.802311452734486,5.801332524795249,5.801710775632035,5.802551807652461,5.80277171096113,5.802359307344086,5.801723586519285,5.802247204165338,5.802324742130441,5.801289686101366,5.801343803980749,5.801956500250848,5.801883157502752,5.8020293290051645,5.801921755066964,5.799733358851931,5.802629249386521,5.802037639856259,5.801206198136173,5.802320430576086,5.802106376886949,5.802084811879992,5.800108417963365,5.801973803593273,5.803018317021753,5.800795121268927,5.800795121268927,5.800156425342446
2023-06-14,5.8210913119723955,5.812749683329319,5.81319108310693,5.8128702070148055,5.811930523427468,5.812197216836387,5.812956199600334,5.81318795716158,5.816383547149977,5.81218715850512,5.815670323317388,5.812828655976298,5.814773754042276,5.811890103757639,5.812843538654475,5.81658608671064,5.815648530988348,5.81231085079688,5.815259748409356,5.8159381631287435,5.815222375498412,5.815333722646708,5.815346581364788,5.815323753128545,5.814207233090229,5.814446065119857,5.815586474670075,5.816460978834798,5.810945519432108,5.810945519432108,5.814313887692301
2023-06-15,5.852489812053819,5.823766088735126,5.8234596747849245,5.823967396630287,5.823019467589679,5.82250297771994,5.8232771901531075,5.823579470071901,5.823466387493397,5.8226163765216725,5.823513600279145,5.824060955240108,5.822660274513771,5.823114191114276,5.823304183540334,5.82353635259606,5.822899603785654,5.822552777114342,5.822963032903814,5.823312315455436,5.824140016008793,5.822699336294851,5.8226237882497704,5.822513653975585,5.823743629659307,5.824374874780421,5.822593046436522,5.822967676474908,5.821315127397964,5.821315127397964,5.821710346487315
2023-06-16,5.835775146139644,5.846161941303498,5.84617480836326,5.846398954966458,5.84550709825221,5.845263503837004,5.845713944154806,5.846420744657725,5.846090312222748,5.845504564718986,5.8460543735287605,5.846691557677669,5.8452843315223655,5.845797449242971,5.845146608760252,5.8459687130318265,5.845953148035552,5.845043425245503,5.846248150572371,5.845845051237245,5.8449190013535075,5.846395437741643,5.846705326336905,5.846110759583124,5.8449970677511995,5.847024214545393,5.846169477523045,5.844498761421329,5.843918632393899,5.843918632393899,5.845480406208665
2023-06-19,5.829504248311723,5.838965703503126,5.839291580057472,5.839453092045331,5.838521880666201,5.838335858063135,5.838962626693964,5.839199427524916,5.836866184273458,5.838244333851449,5.837694795691724,5.839376602505381,5.837094241196899,5.838449722007151,5.839634537856027,5.836774019048375,5.837896769504457,5.838300283164503,5.839847413290999,5.837818330329002,5.83843529387746,5.83865446303494,5.837260173267886,5.837630424259837,5.838456555114196,5.839543578716132,5.837377554224447,5.836962828467807,5.837406545545603,5.837406545545603,5.8376710777786975
2023-06-20,5.823193778038979,5.825385142216148,5.826123895442398,5.825510914547085,5.824584766389909,5.8251299573598025,5.825724026761597,5.826070090970964,5.824564466491179,5.825078529179601,5.824388399197835,5.825466786382551,5.824048824880848,5.82454731408157,5.825171125304707,5.8244895831932455,5.824749638292961,5.8251778855989285,5.824769536174866,5.825465672049052,5.827430731753679,5.825856249805924,5.8260272394702595,5.8259179628269315,5.826800008071299,5.824216134163931,5.825086991129539,5.825863012009971,5.824164318922514,5.824164318922514,5.824794425765956
